"ComputerName","Log","EventID","Datetime","User","Message"
"MEHRDS-22","Application","1000","15/03/2023 13:39:16","","Faulting application name: WINWORD.EXE, version: 14.0.7268.5000, time stamp: 0x60500df0
Faulting module name: MSVCR90.dll, version: 9.0.30729.9247, time stamp: 0x56fa38aa
Exception code: 0xc0000417
Fault offset: 0x000320f0
Faulting process id: 0xc4bc
Faulting application start time: 0x01d957375ca27b0e
Faulting application path: C:\Program Files (x86)\Microsoft Office\Office14\WINWORD.EXE
Faulting module path: C:\WINDOWS\WinSxS\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9247_none_5090cb78bcba4a35\MSVCR90.dll
Report Id: 1d88ba99-3846-4735-a439-ef03e7ff222d
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-04","Application","1000","15/03/2023 13:38:42","","Faulting application name: SystemSettings.exe, version: 10.0.14393.82, time stamp: 0x57a55dc6
Faulting module name: msvcrt.dll, version: 7.0.14393.2457, time stamp: 0x5b7e2c5b
Exception code: 0x40000015
Fault offset: 0x000000000000c2b2
Faulting process id: 0xc3ec
Faulting application start time: 0x01d9574372e8b0b9
Faulting application path: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
Faulting module path: C:\Windows\System32\msvcrt.dll
Report Id: d2cf70ca-79c7-4d95-9b0c-986a8f3e4b99
Faulting package full name: windows.immersivecontrolpanel_6.2.0.0_neutral_neutral_cw5n1h2txyewy
Faulting package-relative application ID: microsoft.windows.immersivecontrolpanel"
"MEHRDS-08","Application","1000","15/03/2023 13:37:17","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: MFOLEM.DLL, version: 6000.0.0.69, time stamp: 0x5ececb29
Exception code: 0xc0000005
Fault offset: 0x00001782
Faulting process id: 0x1fbc
Faulting application start time: 0x01d9570575522b19
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\MFOLEM.DLL
Report Id: 3c1c356d-23e0-4619-a686-b02012c9bec0
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-23","Application","1000","15/03/2023 13:36:09","","Faulting application name: MgxpaRuntime.exe, version: 3.3.0.292, time stamp: 0x5a966f0c
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x9fc0
Faulting application start time: 0x01d9572abfd4c1a0
Faulting application path: \\mehmagicxpa\MagicXPA\MgxpaRuntime.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: f7edcd2a-da43-4b47-b71f-8f7d7d591d0b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-48","Application","3001","15/03/2023 13:33:27","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d9572c7c4cb473."
"MEHRDS-07","Application","4005","15/03/2023 13:33:24","","The Windows logon process has unexpectedly terminated."
"MEHRDS-54","Application","3001","15/03/2023 13:32:06","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d9572b4dd08e67."
"MEHRDS-07","Application","1000","15/03/2023 13:30:07","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x8130
Faulting application start time: 0x01d9573cbb591d5d
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\RPCRT4.dll
Report Id: e7c7edf0-e270-452b-8acb-470914d88c3b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-42","Application","1000","15/03/2023 13:21:28","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0xc94c
Faulting application start time: 0x01d9572f577065cd
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\combase.dll
Report Id: a45d2c39-0b41-49f4-8d08-ecb71cdd7926
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-23","Application","1000","15/03/2023 13:17:17","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0xa130
Faulting application start time: 0x01d957255bace7fb
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\combase.dll
Report Id: f12fd920-2cce-4efc-bd5b-4a47a4b31de0
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-51","Application","1000","15/03/2023 13:17:12","","Logged in to environment id: {3EEAD755-5D63-46F9-9675-158C047B679C}"
"MEHRDS-11","Application","1000","15/03/2023 13:16:57","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x9200
Faulting application start time: 0x01d9571280af6c45
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\RPCRT4.dll
Report Id: a08339ed-21ac-4ce2-ba77-b901d5621b26
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-15","Application","4005","15/03/2023 13:13:30","","The Windows logon process has unexpectedly terminated."
"MEHRDS-63","Application","1000","15/03/2023 13:13:26","","Logged in to environment id: {3EEAD755-5D63-46F9-9675-158C047B679C}"
"MEHRDS-61","Application","1000","15/03/2023 13:13:09","","Faulting application name: Acuity.exe, version: 2.0.70.19, time stamp: 0x2a425e19
Faulting module name: ntdll.dll, version: 10.0.14393.5427, time stamp: 0x63368a30
Exception code: 0xc0000005
Fault offset: 0x000587a9
Faulting process id: 0xd6b8
Faulting application start time: 0x01d95738c12a7dd3
Faulting application path: C:\acuity\Client\Acuity.exe
Faulting module path: C:\Windows\SYSTEM32\ntdll.dll
Report Id: b30a09b8-21d4-49f4-bdd3-7292b8b4685b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-23","Application","1000","15/03/2023 13:12:01","","Faulting application name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Faulting module name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Exception code: 0xc0000005
Fault offset: 0x00001c80
Faulting process id: 0xd234
Faulting application start time: 0x01d9573fb9981e4e
Faulting application path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Faulting module path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Report Id: 6d7fc6e8-0e8f-4d0a-b251-0a4dd52bfaa1
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-23","Application","1000","15/03/2023 13:11:12","","Faulting application name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Faulting module name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Exception code: 0xc0000005
Fault offset: 0x00001c80
Faulting process id: 0xa620
Faulting application start time: 0x01d9573f9bf6ac20
Faulting application path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Faulting module path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Report Id: 6459debf-61b9-4282-8198-2e4375da17f0
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-30","Application","1000","15/03/2023 13:08:52","","Faulting application name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Faulting module name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Exception code: 0xc0000005
Fault offset: 0x00001c80
Faulting process id: 0x62b8
Faulting application start time: 0x01d9573f48dc1682
Faulting application path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Faulting module path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Report Id: 4a8d3cd4-244b-41f3-9278-f8374842be1c
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-30","Application","1000","15/03/2023 13:08:48","","Faulting application name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Faulting module name: ADSSPDesktop.exe, version: 1.1.0.0, time stamp: 0x6137c34d
Exception code: 0xc0000005
Fault offset: 0x00001c80
Faulting process id: 0x6354
Faulting application start time: 0x01d9573f4510511a
Faulting application path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Faulting module path: C:\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe
Report Id: cf3f4ff1-6a79-4870-a0db-74a4283d5f7d
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-59","Application","1000","15/03/2023 13:01:35","","Logged in to environment id: {3EEAD755-5D63-46F9-9675-158C047B679C}"
"MEHRDS-30","Application","1000","15/03/2023 12:57:32","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0x92c8
Faulting application start time: 0x01d95739e5498b5a
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\combase.dll
Report Id: 1567b94f-73c5-4447-a4d7-c156d2532449
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-45","Application","3001","15/03/2023 12:57:31","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d95730ad082e1c."
"MEHRDS-19","Application","1000","15/03/2023 12:57:01","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0xe200
Faulting application start time: 0x01d95731dbe83f46
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\combase.dll
Report Id: c34afa51-eff6-44a6-be60-55752e4e09e8
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-24","Application","1000","15/03/2023 12:54:18","","Faulting application name: SystemSettings.exe, version: 10.0.14393.82, time stamp: 0x57a55dc6
Faulting module name: msvcrt.dll, version: 7.0.14393.2457, time stamp: 0x5b7e2c5b
Exception code: 0x40000015
Fault offset: 0x000000000000c2b2
Faulting process id: 0x68bc
Faulting application start time: 0x01d9573d3efd0f80
Faulting application path: C:\WINDOWS\ImmersiveControlPanel\SystemSettings.exe
Faulting module path: C:\WINDOWS\System32\msvcrt.dll
Report Id: 6a3c3a71-b02e-45e2-a484-6bbc3efebc25
Faulting package full name: windows.immersivecontrolpanel_6.2.0.0_neutral_neutral_cw5n1h2txyewy
Faulting package-relative application ID: microsoft.windows.immersivecontrolpanel"
"MEHRDS-24","Application","1000","15/03/2023 12:53:17","","Faulting application name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Faulting module name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Exception code: 0xc0000005
Fault offset: 0x000000000013fde0
Faulting process id: 0x2738
Faulting application start time: 0x01d956e22d7b19f3
Faulting application path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Faulting module path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Report Id: eee897c2-9a72-4de1-ad86-4e10113bf6d8
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-31","Application","3001","15/03/2023 12:50:37","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d9571e6d6fd4fb."
"MEHRDS-40","Application","3001","15/03/2023 12:49:46","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d95718bca4a6f0."
"MEHRDS-73","Application","1000","15/03/2023 12:48:49","","Faulting application name: Acuity.exe, version: 2.0.70.19, time stamp: 0x2a425e19
Faulting module name: ntdll.dll, version: 10.0.14393.5427, time stamp: 0x63368a30
Exception code: 0xc0000005
Fault offset: 0x000587a9
Faulting process id: 0xc7f8
Faulting application start time: 0x01d957153cc0b39c
Faulting application path: C:\acuity\Client\Acuity.exe
Faulting module path: C:\Windows\SYSTEM32\ntdll.dll
Report Id: 027565c5-ce33-40e6-b9c7-86017257abe8
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-68","Application","3001","15/03/2023 12:45:36","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d9571a9d4d5bac."
"MEHRDS-73","Application","1000","15/03/2023 12:41:40","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: MFOLEM.DLL, version: 6000.0.0.69, time stamp: 0x5ececb29
Exception code: 0xc0000005
Fault offset: 0x00001782
Faulting process id: 0x6950
Faulting application start time: 0x01d9571b6f03bb7c
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\MFOLEM.DLL
Report Id: caca2e61-6054-4ed1-bfd8-85da9911aaa2
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-62","Application","1000","15/03/2023 12:41:16","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0x7e08
Faulting application start time: 0x01d9571e4efdc093
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\combase.dll
Report Id: 65f5ab6e-304a-45d9-b7d0-28229d2b871e
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-35","Application","1000","15/03/2023 12:37:48","","Faulting application name: EXCEL.EXE, version: 14.0.7268.5000, time stamp: 0x60500f43
Faulting module name: EXCEL.EXE, version: 14.0.7268.5000, time stamp: 0x60500f43
Exception code: 0xc0000005
Fault offset: 0x002bc6ae
Faulting process id: 0xae28
Faulting application start time: 0x01d957221f2dd6e1
Faulting application path: C:\Program Files (x86)\Microsoft Office\Office14\EXCEL.EXE
Faulting module path: C:\Program Files (x86)\Microsoft Office\Office14\EXCEL.EXE
Report Id: fc2c6ea1-526e-4de5-b84c-84cbde3c760d
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-35","Application","1000","15/03/2023 12:37:48","","Faulting application name: EXCEL.EXE, version: 14.0.7268.5000, time stamp: 0x60500f43
Faulting module name: EXCEL.EXE, version: 14.0.7268.5000, time stamp: 0x60500f43
Exception code: 0xc0000005
Fault offset: 0x002bc6ae
Faulting process id: 0xca1c
Faulting application start time: 0x01d9571e45505926
Faulting application path: C:\Program Files (x86)\Microsoft Office\Office14\EXCEL.EXE
Faulting module path: C:\Program Files (x86)\Microsoft Office\Office14\EXCEL.EXE
Report Id: 8719225c-3e8a-42bc-97aa-0c1097ae2559
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-39","Application","1000","15/03/2023 12:35:49","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x8764
Faulting application start time: 0x01d9571a423fdeb8
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\RPCRT4.dll
Report Id: f2b494bd-712a-4047-b6cf-24941d4e6f3b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-75","Application","1000","15/03/2023 12:32:37","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x5628
Faulting application start time: 0x01d95723dc8cb75c
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\RPCRT4.dll
Report Id: 1cd4b384-4112-460f-be50-bb386e473ff5
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-68","Application","1000","15/03/2023 12:29:39","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x5f58
Faulting application start time: 0x01d957170597c3e1
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\RPCRT4.dll
Report Id: a6389944-68f6-4ab5-b80c-873207ebca6a
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-74","Application","4005","15/03/2023 12:27:19","","The Windows logon process has unexpectedly terminated."
"MEHRDS-50","Application","3001","15/03/2023 12:27:17","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -1073740771. The creation time for the exiting process was 0x01d95714c52608ca."
"MEHRDS-03","Application","3001","15/03/2023 12:25:40","NT AUTHORITY\SYSTEM","The process 'C:\Program Files (x86)\Ivanti\Workspace Control\pfwsmgr.exe' was terminated by the process 'C:\Windows\System32\svchost.exe' with termination code -805306369. The creation time for the exiting process was 0x01d957082bc724a9."
"MEHRDS-49","Application","1000","15/03/2023 12:24:14","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0xb060
Faulting application start time: 0x01d9571ab325a862
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\RPCRT4.dll
Report Id: 55896c13-dce9-4fc5-9dac-00eaef39e12d
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-61","Application","1000","15/03/2023 12:22:03","","Faulting application name: Acuity.exe, version: 2.0.70.19, time stamp: 0x2a425e19
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xc000041d
Fault offset: 0x000dcd42
Faulting process id: 0x6238
Faulting application start time: 0x01d95722b33139b2
Faulting application path: C:\acuity\Client\Acuity.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: dde175a2-6051-4459-a2e5-b27ee597105f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-61","Application","1000","15/03/2023 12:21:50","","Faulting application name: Acuity.exe, version: 2.0.70.19, time stamp: 0x2a425e19
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0x0eedfade
Fault offset: 0x000dcd42
Faulting process id: 0x6238
Faulting application start time: 0x01d95722b33139b2
Faulting application path: C:\acuity\Client\Acuity.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: a6f9d8fe-7ba4-44a3-a30a-ac36bf84441f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-48","Application","1000","15/03/2023 12:21:46","","Faulting application name: SystemSettings.exe, version: 10.0.14393.82, time stamp: 0x57a55dc6
Faulting module name: msvcrt.dll, version: 7.0.14393.2457, time stamp: 0x5b7e2c5b
Exception code: 0x40000015
Fault offset: 0x000000000000c2b2
Faulting process id: 0x4340
Faulting application start time: 0x01d95738b3499aec
Faulting application path: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
Faulting module path: C:\Windows\System32\msvcrt.dll
Report Id: 3adcb424-63f6-41a7-8d63-a660be82a4f1
Faulting package full name: windows.immersivecontrolpanel_6.2.0.0_neutral_neutral_cw5n1h2txyewy
Faulting package-relative application ID: microsoft.windows.immersivecontrolpanel"
"MEHRDS-38","Application","1000","15/03/2023 12:21:39","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x6bcc
Faulting application start time: 0x01d95725d1a23716
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\RPCRT4.dll
Report Id: 9b7d3a25-585f-4475-97f3-dd38d5f039c9
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-20","Application","1000","15/03/2023 12:18:57","","Faulting application name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Faulting module name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Exception code: 0xc0000005
Fault offset: 0x000000000013fdf7
Faulting process id: 0x263c
Faulting application start time: 0x01d956e21aba48fe
Faulting application path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Faulting module path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Report Id: 570afb23-6c7d-4a73-9022-ca76b70968ed
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-32","Application","1000","15/03/2023 12:17:48","","Faulting application name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Faulting module name: SophosNetFilter.exe, version: 1.17.710.0, time stamp: 0x9d848d23
Exception code: 0xc0000005
Fault offset: 0x000000000013fdf7
Faulting process id: 0x27d4
Faulting application start time: 0x01d956e2174f51d6
Faulting application path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Faulting module path: C:\Program Files\Sophos\Sophos Network Threat Protection\SophosNetFilter.exe
Report Id: 78c61d2e-4bb3-494c-88a4-eeac1d9bff5e
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-38","Application","1000","15/03/2023 12:16:34","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: MFOLEM.DLL, version: 6000.0.0.69, time stamp: 0x5ececb29
Exception code: 0xc0000005
Fault offset: 0x00001782
Faulting process id: 0x3518
Faulting application start time: 0x01d95712106d426d
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\MFOLEM.DLL
Report Id: 8f4807f5-90cd-48db-8c64-7ebcffe0c179
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-31","Application","1000","15/03/2023 12:15:59","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: MFOLEM.DLL, version: 6000.0.0.69, time stamp: 0x5ececb29
Exception code: 0xc0000005
Fault offset: 0x00001782
Faulting process id: 0x48cc
Faulting application start time: 0x01d95720cb3d77f5
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\MFOLEM.DLL
Report Id: afe3e786-5153-4a08-bb07-5b771f1dd213
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-23","Application","1000","15/03/2023 12:08:32","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x7444
Faulting application start time: 0x01d95718406b2f77
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\RPCRT4.dll
Report Id: 07fc4086-77e9-44cb-a016-e223f716d017
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-06","Application","1000","15/03/2023 12:00:42","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x9a40
Faulting application start time: 0x01d9572060db87e8
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\RPCRT4.dll
Report Id: a263fdb7-b9d6-4050-825b-8ab8aa6877a8
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-03","Application","1000","15/03/2023 11:58:50","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: RPCRT4.dll, version: 10.0.14393.5648, time stamp: 0x63b79a78
Exception code: 0xc0000005
Fault offset: 0x000058ea
Faulting process id: 0x92e0
Faulting application start time: 0x01d95731595471b2
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\WINDOWS\System32\RPCRT4.dll
Report Id: e8e131c9-bb72-406a-a128-738cfd4d3edb
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-06","Application","1000","15/03/2023 11:58:50","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0xbb7c
Faulting application start time: 0x01d9572aa7656d6f
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\combase.dll
Report Id: 5371e9b1-459b-41cc-86b8-0a2a0e07af0a
Faulting package full name: 
Faulting package-relative application ID: "
"MEHRDS-19","Application","1000","15/03/2023 11:56:06","","Faulting application name: runw.exe, version: 6000.0.0.69, time stamp: 0x5ececbb1
Faulting module name: combase.dll, version: 10.0.14393.5717, time stamp: 0x63ddda30
Exception code: 0xc0000005
Fault offset: 0x000f321f
Faulting process id: 0x48ac
Faulting application start time: 0x01d9571cec5035ef
Faulting application path: C:\Program Files (x86)\Micro Focus\COBOL Server\bin\runw.exe
Faulting module path: C:\Windows\System32\combase.dll
Report Id: 36365180-39d7-42c2-90a4-5454d25c9229
Faulting package full name: 
Faulting package-relative application ID: "
